v4_gene_model	category	v4_locus	W22.Zm00004b.1.
Zm00001d003180	expressed.endo	bzip121	Zm00004b007056
Zm00001d003181	expressed.endo		Zm00004b007057
Zm00001d003193	expressed.endo		Zm00004b007070
Zm00001d003196	expressed.endo		Zm00004b007072
Zm00001d003198	expressed.endo		Zm00004b007074
Zm00001d003200	expressed.endo		Zm00004b007076
Zm00001d003203	expressed.endo		Zm00004b007078
Zm00001d003207	expressed.endo		Zm00004b007080
Zm00001d003208	not.endo		Zm00004b007084
Zm00001d003209	not.endo		Zm00004b007085
Zm00001d003214	expressed.endo	prpo2	Zm00004b007090
Zm00001d003220	expressed.endo		Zm00004b007094
Zm00001d003222	expressed.endo		Zm00004b007095
Zm00001d003227	expressed.endo		Zm00004b007098
Zm00001d003229	not.endo		Zm00004b007100
Zm00001d003231	not.endo		Zm00004b007101
Zm00001d003239	not.endo		Zm00004b007107
Zm00001d003242	expressed.endo		Zm00004b007110
Zm00001d003245	expressed.endo		Zm00004b007111
Zm00001d003246	expressed.endo		Zm00004b007112
Zm00001d003248	expressed.endo		Zm00004b007114
Zm00001d003250	expressed.endo		Zm00004b007116
Zm00001d003252	expressed.endo	gpdh1	Zm00004b007118
Zm00001d003254	expressed.endo		Zm00004b007119
Zm00001d003256	expressed.endo		Zm00004b007120
Zm00001d003257	expressed.endo	TIDP3431	Zm00004b007121
Zm00001d003258	expressed.endo	hag103a	Zm00004b007122
Zm00001d003261	expressed.endo		Zm00004b007127
Zm00001d003265	expressed.endo		Zm00004b007130
Zm00001d003266	expressed.endo		Zm00004b007131
Zm00001d003268	expressed.endo		Zm00004b007132
Zm00001d003269	not.endo	IDP2407	Zm00004b007133
Zm00001d003275	expressed.endo		Zm00004b007136
Zm00001d003283	not.endo		Zm00004b007142
Zm00001d003284	expressed.endo	mybr93	Zm00004b007144
Zm00001d003291	expressed.endo	tgz21	Zm00004b007149
Zm00001d003292	expressed.endo		Zm00004b007152
Zm00001d003297	not.endo		Zm00004b007157
Zm00001d003304	not.endo		Zm00004b007162
Zm00001d003308	expressed.endo		Zm00004b007163
Zm00001d003309	expressed.endo		Zm00004b007164
Zm00001d003311	expressed.endo		Zm00004b007167
Zm00001d003313	expressed.endo		Zm00004b007168
Zm00001d003315	not.endo		Zm00004b007171
Zm00001d003317	not.endo		Zm00004b007173
Zm00001d003319	expressed.endo		Zm00004b007175
Zm00001d003321	not.endo		Zm00004b007177
Zm00001d003322	expressed.endo		Zm00004b007178
Zm00001d003328	expressed.endo	umc1541	Zm00004b007179
Zm00001d003329	expressed.endo		Zm00004b007180
Zm00001d003333	expressed.endo		Zm00004b007184
Zm00001d003334	expressed.endo	mlkp1	Zm00004b007185
Zm00001d003343	not.endo		Zm00004b007187
Zm00001d003345	expressed.endo		Zm00004b007188
Zm00001d003347	expressed.endo	ras1	Zm00004b007190
Zm00001d003349	expressed.endo		Zm00004b007192
Zm00001d003352	expressed.endo		Zm00004b007193
Zm00001d003356	not.endo		Zm00004b007196
Zm00001d003357	not.endo		Zm00004b007197
Zm00001d003363	not.endo		Zm00004b007198
Zm00001d003365	not.endo		Zm00004b007200
Zm00001d003369	expressed.endo	mmp167	Zm00004b007205
Zm00001d003370	not.endo		Zm00004b007206
Zm00001d003372	expressed.endo		Zm00004b007208
Zm00001d003373	expressed.endo		Zm00004b007209
Zm00001d003375	not.endo		Zm00004b007211
Zm00001d003376	expressed.endo		Zm00004b007212
Zm00001d003378	expressed.endo	mop1	Zm00004b007215
Zm00001d003379	expressed.endo	prp2	Zm00004b007217
Zm00001d003380	expressed.endo	cl22897_1a	Zm00004b007218
Zm00001d003381	expressed.endo		Zm00004b007219
Zm00001d003382	expressed.endo		Zm00004b007220
Zm00001d003394	expressed.endo		Zm00004b007229
Zm00001d003395	expressed.endo	ans1	Zm00004b007234
Zm00001d003398	expressed.endo	fl1	Zm00004b007236
Zm00001d003401	expressed.endo	grf1	Zm00004b007239
Zm00001d003403	not.endo		Zm00004b007241
Zm00001d003404	not.endo		Zm00004b007242
Zm00001d003405	not.endo		Zm00004b007243
Zm00001d003408	expressed.endo		Zm00004b007245
Zm00001d003411	not.endo		Zm00004b007246
Zm00001d003415	expressed.endo		Zm00004b007252
Zm00001d003417	not.endo		Zm00004b007255
Zm00001d003418	not.endo	IDP1439	Zm00004b007256
Zm00001d003422	expressed.endo		Zm00004b007257
Zm00001d003423	expressed.endo		Zm00004b007258
Zm00001d003426	expressed.endo		Zm00004b007260
Zm00001d003427	expressed.endo		Zm00004b007261
Zm00001d003428	expressed.endo		Zm00004b007262
Zm00001d003430	expressed.endo		Zm00004b007264
Zm00001d003431	not.endo	pme6	Zm00004b007267
Zm00001d003434	expressed.endo		Zm00004b007269
Zm00001d003438	expressed.endo		Zm00004b007274
Zm00001d003446	expressed.endo	IDP2449	Zm00004b007275
Zm00001d003447	not.endo		Zm00004b007277
Zm00001d003448	expressed.endo		Zm00004b007278
Zm00001d003451	not.endo	eil7	Zm00004b007281
Zm00001d003459	not.endo		Zm00004b007286
Zm00001d003460	expressed.endo		Zm00004b007287
Zm00001d003462	expressed.endo	umc2251	Zm00004b007288
Zm00001d003463	not.endo		Zm00004b007289
Zm00001d003464	expressed.endo	csu334	Zm00004b007290
Zm00001d003476	expressed.endo		Zm00004b007302
Zm00001d003477	expressed.endo	cry2	Zm00004b007305
Zm00001d003482	not.endo	umc2249	Zm00004b007308
Zm00001d003483	not.endo		Zm00004b007309
Zm00001d003491	expressed.endo		Zm00004b007317
Zm00001d003492	not.endo		Zm00004b007318
Zm00001d003493	expressed.endo	rpl32	Zm00004b007319
Zm00001d003500	expressed.endo		Zm00004b007325
Zm00001d003502	expressed.endo		Zm00004b007327
Zm00001d003504	expressed.endo		Zm00004b007329
Zm00001d003508	expressed.endo		Zm00004b007331
Zm00001d003509	expressed.endo		Zm00004b007332
Zm00001d003510	not.endo		Zm00004b007333
Zm00001d003511	expressed.endo		Zm00004b007334
Zm00001d003513	not.endo	zep1	Zm00004b007335
Zm00001d003515	expressed.endo	GRMZM2G062559	Zm00004b007337
Zm00001d003518	expressed.endo		Zm00004b007338
Zm00001d003525	expressed.endo		Zm00004b007345
Zm00001d003530	not.endo		Zm00004b007346
Zm00001d003531	not.endo		Zm00004b007347
Zm00001d003539	expressed.endo		Zm00004b007353
Zm00001d003540	expressed.endo		Zm00004b007354
Zm00001d003544	not.endo		Zm00004b007356
Zm00001d003546	expressed.endo		Zm00004b007360
Zm00001d003552	expressed.endo		Zm00004b007365
Zm00001d003553	not.endo	gras51	Zm00004b007366
Zm00001d003556	expressed.endo		Zm00004b007369
Zm00001d003563	not.endo		Zm00004b007372
Zm00001d003567	expressed.endo		Zm00004b007375
Zm00001d003569	not.endo	mlo3	Zm00004b007378
Zm00001d003573	not.endo		Zm00004b007382
Zm00001d003575	not.endo		Zm00004b007383
Zm00001d003581	not.endo		Zm00004b007385
Zm00001d003583	not.endo	nactf71	Zm00004b007386
Zm00001d003584	expressed.endo	opr5	Zm00004b007387
Zm00001d003590	expressed.endo	pza02450	Zm00004b007393
Zm00001d003593	expressed.endo		Zm00004b007395
Zm00001d003598	not.endo		Zm00004b007396
Zm00001d003600	expressed.endo	bnlg108	Zm00004b007397
Zm00001d003601	expressed.endo	abi17	Zm00004b007398
Zm00001d003602	expressed.endo		Zm00004b039566
Zm00001d003603	not.endo		Zm00004b007400
Zm00001d003606	not.endo		Zm00004b007403
Zm00001d003611	expressed.endo		Zm00004b007406
Zm00001d003612	expressed.endo		Zm00004b007407
Zm00001d003614	not.endo		Zm00004b007408
Zm00001d003615	expressed.endo		Zm00004b007409
Zm00001d003616	expressed.endo		Zm00004b007410
Zm00001d003618	expressed.endo		Zm00004b007413
Zm00001d003621	expressed.endo	IDP267	Zm00004b007415
Zm00001d003624	not.endo		Zm00004b007416
Zm00001d003626	not.endo	nactf76	Zm00004b007417
Zm00001d003630	expressed.endo		Zm00004b007420
Zm00001d003632	expressed.endo	rcc2	Zm00004b007421
Zm00001d003635	not.endo		Zm00004b007422
Zm00001d003640	expressed.endo		Zm00004b007424
Zm00001d003643	expressed.endo		Zm00004b007425
Zm00001d003648	expressed.endo	umc2030	Zm00004b007431
Zm00001d003652	expressed.endo		Zm00004b007434
Zm00001d003654	expressed.endo	pdi10	Zm00004b007435
Zm00001d003655	expressed.endo		Zm00004b007437
Zm00001d003657	not.endo	gras25	Zm00004b007440
Zm00001d003658	expressed.endo		Zm00004b007441
Zm00001d003659	expressed.endo	snrkII7	Zm00004b007442
Zm00001d003663	expressed.endo		Zm00004b007446
Zm00001d003664	expressed.endo		Zm00004b007447
Zm00001d003667	expressed.endo	trm3	Zm00004b007449
Zm00001d003668	not.endo		Zm00004b007450
Zm00001d003670	expressed.endo		Zm00004b007452
Zm00001d003671	expressed.endo		Zm00004b007453
Zm00001d003672	expressed.endo		Zm00004b007454
Zm00001d003677	expressed.endo	o11	Zm00004b007458
Zm00001d003679	expressed.endo	sdg102	Zm00004b007459
Zm00001d003680	expressed.endo		Zm00004b007462
Zm00001d003696	not.endo		Zm00004b007471
Zm00001d003707	not.endo		Zm00004b007480
Zm00001d003709	expressed.endo	invinh4	Zm00004b007481
Zm00001d003710	expressed.endo		Zm00004b007482
Zm00001d003713	expressed.endo		Zm00004b007486
Zm00001d003715	not.endo		Zm00004b007487
Zm00001d003717	not.endo		Zm00004b007489
Zm00001d003718	not.endo		Zm00004b007490
Zm00001d003723	not.endo		Zm00004b007495
Zm00001d003725	expressed.endo		Zm00004b007496
Zm00001d003743	not.endo	vq14	Zm00004b007503
Zm00001d003745	not.endo		Zm00004b007506
Zm00001d003750	expressed.endo		Zm00004b007511
Zm00001d003756	expressed.endo		Zm00004b007516
Zm00001d003761	not.endo		Zm00004b007522
Zm00001d003773	expressed.endo		Zm00004b007531
Zm00001d003776	expressed.endo	mn1	Zm00004b007534
Zm00001d003777	not.endo	umc2079	Zm00004b007535
Zm00001d003780	not.endo		Zm00004b007540
Zm00001d003784	expressed.endo		Zm00004b007543
Zm00001d003804	not.endo	pebp4	Zm00004b007553
Zm00001d003806	not.endo		Zm00004b007554
Zm00001d003812	expressed.endo		Zm00004b007559
Zm00001d003813	expressed.endo	hda102	Zm00004b007560
Zm00001d003817	expressed.endo		Zm00004b007561
Zm00001d003822	expressed.endo	s1fa1	Zm00004b007562
Zm00001d003829	not.endo		Zm00004b007566
Zm00001d003830	not.endo	adt6	Zm00004b007568
Zm00001d003833	not.endo		Zm00004b007569
Zm00001d003836	expressed.endo	thx26	Zm00004b007571
Zm00001d003839	expressed.endo		Zm00004b007572
Zm00001d003840	not.endo		Zm00004b007573
Zm00001d003841	not.endo		Zm00004b007574
Zm00001d003846	expressed.endo		Zm00004b007584
Zm00001d003847	expressed.endo		Zm00004b007585
Zm00001d003850	expressed.endo		Zm00004b007600
Zm00001d003851	expressed.endo		Zm00004b007596
Zm00001d003855	expressed.endo		Zm00004b007602
Zm00001d003856	expressed.endo		Zm00004b007603
Zm00001d003857	expressed.endo	clx1	Zm00004b007605
Zm00001d003859	not.endo		Zm00004b007607
Zm00001d003864	expressed.endo		Zm00004b007609
Zm00001d003865	not.endo		Zm00004b007611
Zm00001d003867	not.endo		Zm00004b007614
Zm00001d003872	expressed.endo		Zm00004b007617
Zm00001d003877	not.endo	IDP496	Zm00004b007621
Zm00001d003878	expressed.endo	phm3457	Zm00004b007620
Zm00001d003879	expressed.endo		Zm00004b007623
Zm00001d003884	not.endo	ereb131	Zm00004b007625
Zm00001d003888	expressed.endo		Zm00004b007627
Zm00001d003889	expressed.endo		Zm00004b007628
Zm00001d003890	expressed.endo		Zm00004b007629
Zm00001d003894	expressed.endo		Zm00004b007630
Zm00001d003897	not.endo	ba2	Zm00004b007634
Zm00001d003902	expressed.endo		Zm00004b007639
Zm00001d003903	not.endo	zim33	Zm00004b007640
Zm00001d003904	expressed.endo		Zm00004b007642
Zm00001d003911	expressed.endo		Zm00004b007645
Zm00001d003913	expressed.endo	hcf106	Zm00004b007648
Zm00001d003917	expressed.endo		Zm00004b007657
Zm00001d003923	expressed.endo		Zm00004b007661
Zm00001d003924	expressed.endo		Zm00004b007662
Zm00001d003925	expressed.endo		Zm00004b007663
Zm00001d003927	not.endo		Zm00004b007664
Zm00001d003928	expressed.endo		Zm00004b007665
Zm00001d003929	expressed.endo		Zm00004b007666
Zm00001d003930	not.endo		Zm00004b007667
Zm00001d003931	not.endo		Zm00004b007668
Zm00001d003937	expressed.endo		Zm00004b007676
Zm00001d003939	expressed.endo	Zm00001d003939	Zm00004b007678
Zm00001d003941	expressed.endo		Zm00004b007680
Zm00001d003945	expressed.endo	mde1	Zm00004b007681
Zm00001d003947	expressed.endo		Zm00004b007682
Zm00001d003948	expressed.endo	umc1454	Zm00004b007683
Zm00001d003954	not.endo		Zm00004b007692
Zm00001d003957	expressed.endo		Zm00004b007694
Zm00001d003958	expressed.endo	camta1	Zm00004b007695
Zm00001d003961	not.endo		Zm00004b007697
Zm00001d003962	expressed.endo		Zm00004b007698
Zm00001d003966	not.endo		Zm00004b007701
Zm00001d003974	expressed.endo	umc131	Zm00004b007705
Zm00001d003975	expressed.endo		Zm00004b007706
Zm00001d003978	not.endo		Zm00004b007708
Zm00001d003981	not.endo		Zm00004b007710
Zm00001d003984	expressed.endo		Zm00004b007712
Zm00001d003986	not.endo		Zm00004b007714
Zm00001d003993	not.endo		Zm00004b007715
Zm00001d003994	not.endo		Zm00004b007716
Zm00001d003996	not.endo		Zm00004b007718
Zm00001d003999	not.endo		Zm00004b007719
Zm00001d004006	expressed.endo		Zm00004b007723
Zm00001d004009	expressed.endo		Zm00004b007726
Zm00001d004012	expressed.endo		Zm00004b007728
Zm00001d004013	not.endo		Zm00004b007729
Zm00001d004019	expressed.endo	sacd5	Zm00004b007734
Zm00001d004020	expressed.endo		Zm00004b007735
Zm00001d004021	expressed.endo	vde1	Zm00004b007736
Zm00001d004022	expressed.endo		Zm00004b007737
Zm00001d004023	expressed.endo		Zm00004b007738
Zm00001d004036	expressed.endo		Zm00004b007749
Zm00001d004042	expressed.endo		Zm00004b007750
Zm00001d004052	expressed.endo		Zm00004b007758
Zm00001d004053	expressed.endo		Zm00004b007759
Zm00001d004055	expressed.endo		Zm00004b007761
Zm00001d004070	expressed.endo		Zm00004b007768
Zm00001d004071	expressed.endo		Zm00004b007769
Zm00001d004072	not.endo		Zm00004b007770
Zm00001d004079	not.endo		Zm00004b007774
Zm00001d004086	expressed.endo	wrky105	Zm00004b007779
Zm00001d004089	not.endo		Zm00004b007781
Zm00001d004090	expressed.endo		Zm00004b007782
Zm00001d004091	expressed.endo		Zm00004b007785
Zm00001d004095	not.endo	bhlh144	Zm00004b007788
Zm00001d004099	expressed.endo		Zm00004b007789
Zm00001d004102	not.endo		Zm00004b007790
Zm00001d004118	expressed.endo		Zm00004b007791
Zm00001d004119	expressed.endo		Zm00004b007793
Zm00001d004120	expressed.endo		Zm00004b007794
Zm00001d004123	expressed.endo		Zm00004b007796
Zm00001d004125	expressed.endo	acc2	Zm00004b007797
Zm00001d004127	not.endo		Zm00004b007799
Zm00001d004132	expressed.endo		Zm00004b007805
Zm00001d004136	expressed.endo	umc1949	Zm00004b007811
Zm00001d004139	expressed.endo	upl2	Zm00004b007813
Zm00001d004143	expressed.endo		Zm00004b007815
Zm00001d004154	expressed.endo		Zm00004b007824
Zm00001d004159	expressed.endo		Zm00004b007828
Zm00001d004164	not.endo		Zm00004b007832
Zm00001d004165	expressed.endo		Zm00004b007833
Zm00001d004167	expressed.endo		Zm00004b007835
Zm00001d004168	not.endo		Zm00004b007837
Zm00001d004169	expressed.endo		Zm00004b007838
Zm00001d004172	expressed.endo		Zm00004b007843
Zm00001d004176	expressed.endo		Zm00004b007844
Zm00001d004187	not.endo		Zm00004b007850
Zm00001d004190	expressed.endo		Zm00004b007852
Zm00001d004193	expressed.endo		Zm00004b007854
Zm00001d004198	expressed.endo	gl14	Zm00004b007858
Zm00001d004200	expressed.endo		Zm00004b007860
Zm00001d004203	not.endo		Zm00004b007863
Zm00001d004208	not.endo		Zm00004b007865
Zm00001d004209	not.endo		Zm00004b007866
Zm00001d004215	expressed.endo		Zm00004b007869
Zm00001d004220	not.endo		Zm00004b007872
Zm00001d004222	expressed.endo		Zm00004b007873
Zm00001d004230	not.endo	hb96	Zm00004b007881
Zm00001d004242	not.endo		Zm00004b007886
Zm00001d004243	not.endo		Zm00004b007887
Zm00001d004248	not.endo		Zm00004b007889
Zm00001d004260	expressed.endo		Zm00004b007898
Zm00001d004270	expressed.endo		Zm00004b007906
Zm00001d004279	not.endo		Zm00004b007922
Zm00001d004298	expressed.endo		Zm00004b007926
Zm00001d004300	expressed.endo		Zm00004b007927
Zm00001d004309	not.endo		Zm00004b007933
Zm00001d004310	not.endo	IDP183	Zm00004b007934
Zm00001d004326	not.endo	cl4283_2a	Zm00004b007941
Zm00001d004330	not.endo		Zm00004b007943
Zm00001d004331	not.endo		Zm00004b007944
Zm00001d004339	expressed.endo		Zm00004b007950
Zm00001d004342	not.endo		Zm00004b007952
Zm00001d004354	expressed.endo		Zm00004b007964
Zm00001d004357	expressed.endo	prh10	Zm00004b007967
Zm00001d004358	not.endo	abi28	Zm00004b007968
Zm00001d004361	expressed.endo	mrpa9	Zm00004b007972
Zm00001d004371	not.endo		Zm00004b007977
Zm00001d004372	expressed.endo	etr40	Zm00004b007978
Zm00001d004380	not.endo		Zm00004b007982
Zm00001d004383	expressed.endo	lug6	Zm00004b007984
Zm00001d004386	expressed.endo		Zm00004b007987
Zm00001d004392	expressed.endo		Zm00004b007993
Zm00001d004396	expressed.endo		Zm00004b007995
Zm00001d004400	expressed.endo		Zm00004b007997
Zm00001d004401	expressed.endo		Zm00004b007998
Zm00001d004409	expressed.endo		Zm00004b008007
Zm00001d004410	expressed.endo	phm4880	Zm00004b008008
Zm00001d004413	expressed.endo		Zm00004b008009
Zm00001d004414	not.endo		Zm00004b008010
Zm00001d004416	expressed.endo		Zm00004b008012
Zm00001d004423	not.endo		Zm00004b008017
Zm00001d004428	expressed.endo		Zm00004b008020
Zm00001d004437	not.endo		Zm00004b008027
Zm00001d004438	expressed.endo	zpu1	Zm00004b008028
Zm00001d004443	not.endo		Zm00004b008034
Zm00001d004446	not.endo		Zm00004b008036
Zm00001d004451	not.endo		Zm00004b008038
Zm00001d004458	expressed.endo		Zm00004b008041
Zm00001d004459	not.endo		Zm00004b008042
Zm00001d004460	expressed.endo		Zm00004b008043
Zm00001d004463	expressed.endo		Zm00004b008045
Zm00001d004465	expressed.endo		Zm00004b008046
Zm00001d004466	expressed.endo		Zm00004b008047
Zm00001d004467	not.endo	yuc4	Zm00004b008048
Zm00001d004468	expressed.endo		Zm00004b008050
Zm00001d004469	expressed.endo		Zm00004b008051
Zm00001d004472	expressed.endo	phm13360	Zm00004b008055
Zm00001d004473	expressed.endo		Zm00004b008056
Zm00001d004477	expressed.endo	asrp2	Zm00004b008061
Zm00001d004478	expressed.endo		Zm00004b008062
Zm00001d004480	not.endo		Zm00004b008063
Zm00001d004483	not.endo		Zm00004b008066
Zm00001d004484	not.endo		Zm00004b008072
Zm00001d004486	not.endo		Zm00004b008074
Zm00001d004491	not.endo	GRMZM2G359974	Zm00004b008078
Zm00001d004495	not.endo		Zm00004b008080
Zm00001d004496	not.endo		Zm00004b008083
Zm00001d004497	not.endo		Zm00004b008085
Zm00001d004506	not.endo		Zm00004b008092
Zm00001d004509	not.endo	tps17	Zm00004b008096
Zm00001d004512	expressed.endo	e2f5	Zm00004b008099
Zm00001d004513	expressed.endo		Zm00004b008100
Zm00001d004517	expressed.endo		Zm00004b008101
Zm00001d004521	expressed.endo	mybr114	Zm00004b008106
Zm00001d004524	not.endo		Zm00004b008108
Zm00001d004525	not.endo		Zm00004b008109
Zm00001d004539	not.endo		Zm00004b008112
Zm00001d004541	expressed.endo	c3h10	Zm00004b008113
Zm00001d004543	expressed.endo		Zm00004b008114
Zm00001d004546	expressed.endo		Zm00004b008117
Zm00001d004547	expressed.endo		Zm00004b008118
Zm00001d004551	expressed.endo		Zm00004b008120
Zm00001d004552	expressed.endo		Zm00004b008121
Zm00001d004554	expressed.endo		Zm00004b008123
Zm00001d004561	expressed.endo	ucp2	Zm00004b008129
Zm00001d004564	expressed.endo	aco8	Zm00004b008131
Zm00001d004573	expressed.endo		Zm00004b008138
Zm00001d004586	expressed.endo	expb16	Zm00004b008144
Zm00001d004594	not.endo		Zm00004b008149
Zm00001d004602	not.endo		Zm00004b008155
Zm00001d004611	not.endo	hagtf13	Zm00004b008158
Zm00001d004614	not.endo		Zm00004b008161
Zm00001d004616	expressed.endo		Zm00004b008162
Zm00001d004621	not.endo		Zm00004b008165
Zm00001d004630	not.endo	pebp17	Zm00004b008173
Zm00001d004633	not.endo		Zm00004b008174
Zm00001d004637	not.endo		Zm00004b008177
Zm00001d004640	not.endo		Zm00004b008179
Zm00001d004644	expressed.endo		Zm00004b008182
Zm00001d004649	expressed.endo		Zm00004b008185
Zm00001d004650	expressed.endo		Zm00004b008186
Zm00001d004651	expressed.endo	c3h19	Zm00004b008187
Zm00001d004655	expressed.endo		Zm00004b008190
Zm00001d004659	expressed.endo		Zm00004b008192
Zm00001d004664	not.endo	cyp27	Zm00004b008196
Zm00001d004667	expressed.endo		Zm00004b008198
Zm00001d004672	not.endo		Zm00004b008202
Zm00001d004679	not.endo		Zm00004b008209
Zm00001d004681	not.endo	mybr73	Zm00004b008210
Zm00001d004690	not.endo		Zm00004b008218
Zm00001d004697	not.endo	iaa6	Zm00004b008221
Zm00001d004698	not.endo		Zm00004b008223
Zm00001d004700	not.endo		Zm00004b008224
Zm00001d004702	expressed.endo		Zm00004b008226
Zm00001d004705	not.endo		Zm00004b008229
Zm00001d004707	expressed.endo	tha1	Zm00004b008231
Zm00001d004709	expressed.endo		Zm00004b008234
Zm00001d004716	expressed.endo		Zm00004b008237
Zm00001d004720	not.endo		Zm00004b008240
Zm00001d004725	not.endo		Zm00004b008244
Zm00001d004734	expressed.endo		Zm00004b008250
Zm00001d004737	expressed.endo		Zm00004b008252
Zm00001d004738	not.endo		Zm00004b008255
Zm00001d004739	expressed.endo		Zm00004b008256
Zm00001d004740	expressed.endo		Zm00004b008257
Zm00001d004744	not.endo	myb64	Zm00004b008258
Zm00001d004751	expressed.endo		Zm00004b008264
Zm00001d004754	not.endo	GRMZM2G159503	Zm00004b008266
Zm00001d004763	not.endo		Zm00004b008274
Zm00001d004768	expressed.endo		Zm00004b008278
Zm00001d004771	expressed.endo		Zm00004b008283
Zm00001d004775	expressed.endo		Zm00004b008285
